gene	unique	total
ENSMUSG00000082023	311	348
ENSMUSG00000082377	795	1479
ENSMUSG00000082765	586	815
ENSMUSG00000082724	362	2209
ENSMUSG00000081590	0	309
ENSMUSG00000078870	571	2298
ENSMUSG00000083817	1378	2036
ENSMUSG00000078869	788	951
ENSMUSG00000078868	1441	1482
ENSMUSG00000078867	1507	2434
ENSMUSG00000082343	161	1561
ENSMUSG00000083619	0	474
ENSMUSG00000078866	1712	2073
ENSMUSG00000094786	1614	1698
ENSMUSG00000085513	232	778
ENSMUSG00000078865	192	1583
ENSMUSG00000080709	1242	2952
ENSMUSG00000078864	313	1152
ENSMUSG00000095362	632	1516
ENSMUSG00000081574	1512	1925
ENSMUSG00000082901	219	528
ENSMUSG00000074521	434	1352
ENSMUSG00000074529	496	763
ENSMUSG00000078862	1061	2763
ENSMUSG00000083702	564	723
ENSMUSG00000074519	1563	2006
ENSMUSG00000097879	3424	3424
ENSMUSG00000078861	2224	2389
ENSMUSG00000027525	6402	6402
ENSMUSG00000060445	6161	6161
ENSMUSG00000049999	3168	3168
ENSMUSG00000070476	4558	4558
ENSMUSG00000039155	3008	3008
ENSMUSG00000082215	916	916
ENSMUSG00000061897	180	357
ENSMUSG00000081481	478	478
ENSMUSG00000081882	652	652
ENSMUSG00000039138	638	638
ENSMUSG00000000305	7118	7118
ENSMUSG00000083410	799	847
ENSMUSG00000039117	4616	4616
ENSMUSG00000085704	1867	1867
ENSMUSG00000082850	298	298
ENSMUSG00000039108	2986	2986
ENSMUSG00000027566	3181	3181
ENSMUSG00000039086	4244	4244
ENSMUSG00000039069	6345	6345
ENSMUSG00000039059	3548	3548
ENSMUSG00000090589	336	336
ENSMUSG00000039050	4182	4182
ENSMUSG00000039041	4146	5293
ENSMUSG00000015647	11545	11545
ENSMUSG00000098735	0	0
ENSMUSG00000039001	873	873
ENSMUSG00000092827	0	0
ENSMUSG00000038990	4827	4883
ENSMUSG00000038980	2220	2220
ENSMUSG00000015627	3178	3178
ENSMUSG00000056061	1579	1579
ENSMUSG00000084843	1604	1604
ENSMUSG00000070144	0	0
ENSMUSG00000065460	5	5
ENSMUSG00000038963	4988	4988
ENSMUSG00000027568	3915	3915
ENSMUSG00000027569	3870	3870
ENSMUSG00000049401	2481	2481
ENSMUSG00000027570	3745	3745
ENSMUSG00000038932	3259	3259
ENSMUSG00000038914	13301	13301
ENSMUSG00000064422	8	8
ENSMUSG00000027573	2364	2364
ENSMUSG00000023393	3484	3484
ENSMUSG00000087550	587	632
ENSMUSG00000045493	2376	2421
ENSMUSG00000074507	1814	1814
ENSMUSG00000086166	2020	2020
ENSMUSG00000085428	390	481
ENSMUSG00000088334	19	19
ENSMUSG00000085728	233	324
ENSMUSG00000065454	0	0
ENSMUSG00000098051	1017	1017
ENSMUSG00000038848	3313	3313
ENSMUSG00000038840	1526	1526
ENSMUSG00000027574	1380	1380
ENSMUSG00000087293	568	568
ENSMUSG00000027575	6252	6252
ENSMUSG00000070461	3253	3253
ENSMUSG00000016356	5475	5475
ENSMUSG00000027577	5118	5118
ENSMUSG00000016346	17512	17512
ENSMUSG00000016349	1985	1985
ENSMUSG00000084696	5	5
ENSMUSG00000016344	1309	1452
ENSMUSG00000038751	3590	3590
ENSMUSG00000027579	2463	2463
ENSMUSG00000083993	683	974
ENSMUSG00000047841	1375	1375
ENSMUSG00000027580	12277	12277
ENSMUSG00000038705	5080	5080
ENSMUSG00000084033	100	689
ENSMUSG00000027581	1037	1037
ENSMUSG00000038685	8014	8014
ENSMUSG00000038671	5117	5117
ENSMUSG00000027582	4172	6192
ENSMUSG00000090077	551	2571
ENSMUSG00000085028	3436	3436
ENSMUSG00000027583	8504	8504
ENSMUSG00000089612	4	4
ENSMUSG00000055882	1676	1676
ENSMUSG00000000827	5417	5453
ENSMUSG00000088378	28	64
ENSMUSG00000000826	7177	7177
ENSMUSG00000089917	5287	5287
ENSMUSG00000010492	2734	2734
ENSMUSG00000000823	7287	7287
ENSMUSG00000098824	0	0
ENSMUSG00000002455	3758	3758
ENSMUSG00000038605	2541	2541
ENSMUSG00000108976	656	656
ENSMUSG00000077518	8	8
ENSMUSG00000046470	1521	1521
ENSMUSG00000059540	2986	2986
ENSMUSG00000002458	2754	2754
ENSMUSG00000045794	827	827
ENSMUSG00000027584	4322	4322
ENSMUSG00000082786	802	802
ENSMUSG00000010505	7649	7649
ENSMUSG00000027589	4326	4326
ENSMUSG00000038628	3025	3025
ENSMUSG00000083397	1713	1791
ENSMUSG00000098505	3323	3354
ENSMUSG00000098982	1	1
ENSMUSG00000098307	1	1
ENSMUSG00000103416	28	28
ENSMUSG00000103028	652	652
ENSMUSG00000017688	2530	2530
ENSMUSG00000102283	329	329
ENSMUSG00000077829	0	0
ENSMUSG00000069125	296	296
ENSMUSG00000103245	675	675
ENSMUSG00000103224	196	220
ENSMUSG00000091223	877	1228
ENSMUSG00000096480	0	2
ENSMUSG00000094830	20	20
ENSMUSG00000104233	118	118
ENSMUSG00000104054	331	331
ENSMUSG00000104073	140	140
ENSMUSG00000089287	34	34
ENSMUSG00000102998	21	21
ENSMUSG00000103306	175	175
ENSMUSG00000098659	2007	2007
ENSMUSG00000104141	867	867
ENSMUSG00000096922	1898	1898
ENSMUSG00000086224	1101	1101
ENSMUSG00000103881	2280	2280
ENSMUSG00000025255	15933	15933
ENSMUSG00000093557	303	303
ENSMUSG00000040374	2659	2659
ENSMUSG00000103034	170	391
ENSMUSG00000102979	203	214
ENSMUSG00000096384	0	11
ENSMUSG00000096130	0	11
ENSMUSG00000103848	295	323
ENSMUSG00000103733	2803	2831
ENSMUSG00000104270	19	19
ENSMUSG00000093835	0	11
ENSMUSG00000103852	152	171
ENSMUSG00000098226	883	883
ENSMUSG00000103150	160	160
ENSMUSG00000069118	684	684
ENSMUSG00000103538	270	270
ENSMUSG00000089220	14	14
ENSMUSG00000104274	193	334
ENSMUSG00000027499	3702	3702
ENSMUSG00000103274	21	21
ENSMUSG00000102268	849	849
ENSMUSG00000088484	18	18
ENSMUSG00000043542	3506	3506
ENSMUSG00000040329	5760	5760
ENSMUSG00000097804	1493	1493
ENSMUSG00000103399	486	486
ENSMUSG00000100010	577	577
ENSMUSG00000103725	1753	1753
ENSMUSG00000103921	1742	2078
ENSMUSG00000065203	8	8
ENSMUSG00000102463	672	709
ENSMUSG00000027500	5573	5573
ENSMUSG00000098047	926	926
ENSMUSG00000104102	603	603
ENSMUSG00000040289	3336	3336
ENSMUSG00000103814	214	214
ENSMUSG00000088094	20	20
ENSMUSG00000103346	3464	3464
ENSMUSG00000103256	2969	2969
ENSMUSG00000040269	684	684
ENSMUSG00000081594	346	346
ENSMUSG00000081657	234	234
ENSMUSG00000027506	7820	7871
ENSMUSG00000103461	223	223
ENSMUSG00000103116	747	747
ENSMUSG00000103011	346	346
ENSMUSG00000069114	7315	7315
ENSMUSG00000088229	212	212
ENSMUSG00000097365	5880	5880
ENSMUSG00000040209	15252	15252
ENSMUSG00000103485	3662	3662
ENSMUSG00000103876	284	284
ENSMUSG00000027508	9575	9575
ENSMUSG00000089794	818	818
ENSMUSG00000088004	10	10
ENSMUSG00000102795	910	910
ENSMUSG00000103698	715	715
ENSMUSG00000027533	3581	3661
ENSMUSG00000104000	1690	1690
ENSMUSG00000049230	325	1731
ENSMUSG00000103045	0	1
ENSMUSG00000052468	182	1309
ENSMUSG00000103124	96	1469
ENSMUSG00000027528	402	648
ENSMUSG00000062515	4681	4681
ENSMUSG00000102705	2021	2340
ENSMUSG00000104434	33	33
ENSMUSG00000102834	398	398
ENSMUSG00000027530	2822	2822
ENSMUSG00000104092	231	231
ENSMUSG00000103592	80	80
ENSMUSG00000027531	5379	5527
ENSMUSG00000103392	120	437
ENSMUSG00000058921	3655	3824
ENSMUSG00000039795	6245	6596
ENSMUSG00000027536	9988	9988
ENSMUSG00000027534	2727	2727
ENSMUSG00000104451	1688	1688
ENSMUSG00000104185	412	412
ENSMUSG00000102470	1882	1882
ENSMUSG00000087858	19	19
ENSMUSG00000103323	655	655
ENSMUSG00000081537	90	90
ENSMUSG00000095289	0	2
ENSMUSG00000098085	915	915
ENSMUSG00000104015	1424	1424
ENSMUSG00000103339	268	268
ENSMUSG00000104177	487	487
ENSMUSG00000095661	1011	2648
ENSMUSG00000103950	865	865
ENSMUSG00000103735	30	244
ENSMUSG00000102815	3596	3596
ENSMUSG00000104065	302	302
ENSMUSG00000102215	778	778
ENSMUSG00000039717	3865	3865
ENSMUSG00000097338	2452	2452
ENSMUSG00000104514	325	538
ENSMUSG00000103856	460	460
ENSMUSG00000102891	1258	1258
ENSMUSG00000088546	196	196
ENSMUSG00000084684	182	182
ENSMUSG00000089231	26	26
ENSMUSG00000102707	66	66
ENSMUSG00000104375	1399	1399
ENSMUSG00000103626	380	380
ENSMUSG00000098036	909	909
ENSMUSG00000039710	1837	1837
ENSMUSG00000098083	913	913
ENSMUSG00000027550	7776	7957
ENSMUSG00000090300	0	181
ENSMUSG00000027552	1782	1782
ENSMUSG00000078784	1622	1859
ENSMUSG00000104249	190	190
ENSMUSG00000027555	2200	2200
ENSMUSG00000084092	345	377
ENSMUSG00000027556	1214	1246
ENSMUSG00000097790	120	120
ENSMUSG00000027559	2764	2764
ENSMUSG00000027562	2320	2320
ENSMUSG00000098008	1267	1267
ENSMUSG00000098186	885	885
ENSMUSG00000103912	1122	1122
ENSMUSG00000078783	519	519
ENSMUSG00000095788	1839	2387
ENSMUSG00000095028	1806	2973
ENSMUSG00000102155	755	755
ENSMUSG00000074677	2745	3980
ENSMUSG00000103688	991	991
ENSMUSG00000103769	962	962
ENSMUSG00000078780	1113	1113
ENSMUSG00000094598	0	11
ENSMUSG00000103535	76	76
ENSMUSG00000088874	230	230
ENSMUSG00000047213	5557	5557
ENSMUSG00000088644	0	0
ENSMUSG00000095827	235	235
ENSMUSG00000088541	45	45
ENSMUSG00000103351	1240	1240
ENSMUSG00000104411	2099	2099
ENSMUSG00000102646	406	406
ENSMUSG00000104242	241	241
ENSMUSG00000100252	6103	6103
ENSMUSG00000093073	10	10
ENSMUSG00000087893	28	28
ENSMUSG00000105262	817	817
ENSMUSG00000027564	451	451
ENSMUSG00000082896	1355	2092
ENSMUSG00000025128	3245	3245
ENSMUSG00000094983	0	0
ENSMUSG00000039519	2067	2067
ENSMUSG00000096391	65	65
ENSMUSG00000104801	4731	4731
ENSMUSG00000102886	771	771
ENSMUSG00000102699	545	545
ENSMUSG00000040217	313	313
ENSMUSG00000105280	1102	1102
ENSMUSG00000104091	925	925
ENSMUSG00000104918	3881	3881
ENSMUSG00000103264	190	190
ENSMUSG00000027599	3574	3574
ENSMUSG00000103135	613	613
ENSMUSG00000027601	4532	4532
ENSMUSG00000069094	7874	7874
ENSMUSG00000087108	293	293
ENSMUSG00000089149	213	213
ENSMUSG00000027606	1123	1240
ENSMUSG00000096211	65	65
ENSMUSG00000084339	596	596
ENSMUSG00000082766	295	295
ENSMUSG00000060913	2559	2559
ENSMUSG00000104465	499	499
ENSMUSG00000049796	1221	1221
ENSMUSG00000102261	952	952
ENSMUSG00000106182	284	284
ENSMUSG00000048106	3998	4000
ENSMUSG00000103781	313	313
ENSMUSG00000104031	928	1048
ENSMUSG00000003617	9840	9840
ENSMUSG00000027615	9781	9781
ENSMUSG00000002428	6037	6065
ENSMUSG00000019528	2342	2342
ENSMUSG00000001865	1416	1416
ENSMUSG00000099105	0	0
ENSMUSG00000011463	3184	3184
ENSMUSG00000105208	461	461
ENSMUSG00000054988	2136	2136
ENSMUSG00000103573	874	874
ENSMUSG00000106442	147	147
ENSMUSG00000102636	817	817
ENSMUSG00000103460	100	1495
ENSMUSG00000102986	111	111
ENSMUSG00000103533	118	1513
ENSMUSG00000102807	451	451
ENSMUSG00000039617	0	585
ENSMUSG00000106051	322	322
ENSMUSG00000101897	421	421
ENSMUSG00000106085	1085	1085
ENSMUSG00000106460	673	673
ENSMUSG00000105440	810	810
ENSMUSG00000103441	873	873
ENSMUSG00000106321	692	692
ENSMUSG00000106527	334	334
ENSMUSG00000106019	1632	1632
ENSMUSG00000027630	9257	9257
ENSMUSG00000103293	443	523
ENSMUSG00000087775	191	191
ENSMUSG00000102987	312	312
ENSMUSG00000102866	260	260
ENSMUSG00000088846	30	30
ENSMUSG00000103801	671	671
ENSMUSG00000102233	152	152
ENSMUSG00000103275	1003	1003
ENSMUSG00000103607	564	564
ENSMUSG00000102214	277	277
ENSMUSG00000102203	679	679
ENSMUSG00000102758	10311	10311
ENSMUSG00000057036	0	345
ENSMUSG00000070227	8	8
ENSMUSG00000088115	167	167
ENSMUSG00000105009	184	184
ENSMUSG00000102876	95	95
ENSMUSG00000102855	81	81
ENSMUSG00000069083	90	1491
ENSMUSG00000063887	13511	13511
ENSMUSG00000087945	32	36
ENSMUSG00000102397	832	832
ENSMUSG00000104295	182	355
ENSMUSG00000074664	1645	1645
ENSMUSG00000102274	1868	1868
ENSMUSG00000080368	28	28
ENSMUSG00000039335	2011	2011
ENSMUSG00000103712	12	12
ENSMUSG00000105670	39	39
ENSMUSG00000102908	1066	1066
ENSMUSG00000027699	5876	5876
ENSMUSG00000087742	15	15
ENSMUSG00000097584	762	762
ENSMUSG00000027698	5208	5208
ENSMUSG00000102186	289	289
ENSMUSG00000105806	170	170
ENSMUSG00000039304	5165	5165
ENSMUSG00000051136	4334	4334
ENSMUSG00000039286	11504	11504
ENSMUSG00000106625	1130	1130
ENSMUSG00000092695	0	0
ENSMUSG00000043164	617	617
ENSMUSG00000088772	62	62
ENSMUSG00000027695	13078	13250
ENSMUSG00000109716	631	631
ENSMUSG00000103729	145	145
ENSMUSG00000027692	19552	19552
ENSMUSG00000103420	1639	1639
ENSMUSG00000092990	0	0
ENSMUSG00000027690	5752	5752
ENSMUSG00000091329	621	621
ENSMUSG00000070522	199	549
ENSMUSG00000050192	4928	4928
ENSMUSG00000103827	133	133
ENSMUSG00000039221	2246	2430
ENSMUSG00000104444	175	175
ENSMUSG00000104275	960	960
ENSMUSG00000102482	3542	3548
ENSMUSG00000074655	1524	2021
ENSMUSG00000063600	4368	4368
ENSMUSG00000103992	1991	1991
ENSMUSG00000102579	1263	1263
ENSMUSG00000076120	0	0
ENSMUSG00000098315	9	9
ENSMUSG00000103095	40	40
ENSMUSG00000102574	355	355
ENSMUSG00000102590	1339	1339
ENSMUSG00000102884	340	340
ENSMUSG00000027684	13003	13003
ENSMUSG00000085702	6138	6138
ENSMUSG00000104486	1535	1535
ENSMUSG00000102460	2023	2023
ENSMUSG00000069074	2024	2024
ENSMUSG00000103870	1965	1965
ENSMUSG00000104079	769	769
ENSMUSG00000103738	1996	1996
ENSMUSG00000102256	576	576
ENSMUSG00000104243	373	373
ENSMUSG00000102505	502	791
ENSMUSG00000065361	24	313
ENSMUSG00000037737	1862	1862
ENSMUSG00000037730	6911	6911
ENSMUSG00000027702	1792	1792
ENSMUSG00000027703	2658	2658
ENSMUSG00000074653	5499	5499
ENSMUSG00000086189	4439	4481
ENSMUSG00000051860	4090	4090
ENSMUSG00000097786	896	896
ENSMUSG00000027706	4327	4327
ENSMUSG00000104361	169	169
ENSMUSG00000037661	4709	4709
ENSMUSG00000037652	17992	17992
ENSMUSG00000102369	211	211
ENSMUSG00000102741	364	364
ENSMUSG00000037643	5449	5449
ENSMUSG00000098890	0	0
ENSMUSG00000027660	9978	9978
ENSMUSG00000037625	1771	1771
ENSMUSG00000069072	9727	9727
ENSMUSG00000085953	2472	2472
ENSMUSG00000103998	880	2191
ENSMUSG00000103499	1592	2089
ENSMUSG00000037610	3461	3461
ENSMUSG00000103539	2936	2936
ENSMUSG00000103643	673	673
ENSMUSG00000027663	11530	11530
ENSMUSG00000102825	1313	1313
ENSMUSG00000027665	9027	9027
ENSMUSG00000103039	1072	1072
ENSMUSG00000091091	1616	1616
ENSMUSG00000027667	5781	5781
ENSMUSG00000104231	274	274
ENSMUSG00000027668	6055	6055
ENSMUSG00000027669	13019	13019
ENSMUSG00000102862	201	201
ENSMUSG00000027671	4171	4171
ENSMUSG00000103590	214	214
ENSMUSG00000037531	4320	4320
ENSMUSG00000027673	5182	5182
ENSMUSG00000056900	7769	7769
ENSMUSG00000081883	277	306
ENSMUSG00000104283	3205	3205
ENSMUSG00000027674	9423	9423
ENSMUSG00000084665	58	58
ENSMUSG00000087625	959	959
ENSMUSG00000102581	2728	2728
ENSMUSG00000102498	2339	2339
ENSMUSG00000103896	133	133
ENSMUSG00000098622	6	6
ENSMUSG00000104384	2431	2431
ENSMUSG00000088260	44	44
ENSMUSG00000104203	1367	1367
ENSMUSG00000103423	614	697
ENSMUSG00000104954	259	259
ENSMUSG00000104588	2890	2890
ENSMUSG00000106231	1019	1019
ENSMUSG00000027677	11189	11189
ENSMUSG00000027676	7474	7474
ENSMUSG00000105286	357	357
ENSMUSG00000105475	618	618
ENSMUSG00000106584	849	849
ENSMUSG00000077559	33	33
ENSMUSG00000044434	272	348
ENSMUSG00000105535	392	392
ENSMUSG00000027680	7096	7096
ENSMUSG00000105135	996	996
ENSMUSG00000027679	4015	4110
ENSMUSG00000105176	5243	5243
ENSMUSG00000105265	11893	12189
ENSMUSG00000105739	787	787
ENSMUSG00000092196	1227	1227
ENSMUSG00000105577	189	189
ENSMUSG00000092242	4725	4725
ENSMUSG00000099437	513	513
ENSMUSG00000098795	0	115
ENSMUSG00000106525	719	719
ENSMUSG00000105222	705	705
ENSMUSG00000084530	0	173
ENSMUSG00000104797	0	0
ENSMUSG00000104901	2734	2734
ENSMUSG00000074637	1958	1958
ENSMUSG00000098254	1	9
ENSMUSG00000105284	532	532
ENSMUSG00000105101	15	15
ENSMUSG00000105153	960	960
ENSMUSG00000106519	1051	1051
ENSMUSG00000114832	6621	6621
ENSMUSG00000098862	8	8
ENSMUSG00000105651	841	841
ENSMUSG00000093499	0	0
ENSMUSG00000106512	0	69
ENSMUSG00000106496	800	820
ENSMUSG00000105040	337	337
ENSMUSG00000105662	4776	4776
ENSMUSG00000064834	6	6
ENSMUSG00000037400	9647	9647
ENSMUSG00000104897	459	459
ENSMUSG00000097713	887	890
ENSMUSG00000027708	8134	9461
ENSMUSG00000085655	855	855
ENSMUSG00000105095	723	723
ENSMUSG00000027709	11283	11283
ENSMUSG00000105556	2544	2544
ENSMUSG00000106096	222	222
ENSMUSG00000086392	7437	7437
ENSMUSG00000047696	6962	6962
ENSMUSG00000027710	7948	8512
ENSMUSG00000105055	32	460
ENSMUSG00000105419	1869	1869
ENSMUSG00000033883	6733	6733
ENSMUSG00000058400	2190	2190
ENSMUSG00000104568	1338	1338
ENSMUSG00000106180	844	844
ENSMUSG00000106140	571	571
ENSMUSG00000105281	400	400
ENSMUSG00000105792	448	448
ENSMUSG00000027712	1773	1773
ENSMUSG00000098808	0	0
ENSMUSG00000027713	812	812
ENSMUSG00000085320	2100	2100
ENSMUSG00000085007	2730	2730
ENSMUSG00000105022	3011	3011
ENSMUSG00000083388	600	600
ENSMUSG00000027714	5371	5371
ENSMUSG00000027715	4079	4079
ENSMUSG00000037325	5457	5457
ENSMUSG00000027716	5496	5496
ENSMUSG00000082548	153	153
ENSMUSG00000084027	508	508
ENSMUSG00000037270	33718	33718
ENSMUSG00000086090	485	485
ENSMUSG00000027719	3348	3348
ENSMUSG00000081705	598	598
ENSMUSG00000082878	754	754
ENSMUSG00000083857	1006	1006
ENSMUSG00000027720	957	1045
ENSMUSG00000084754	2585	2585
ENSMUSG00000027718	5219	5219
ENSMUSG00000086517	370	370
ENSMUSG00000104998	377	377
ENSMUSG00000094007	0	11
ENSMUSG00000045031	4114	4216
ENSMUSG00000106407	66	223
ENSMUSG00000051444	2366	2366
ENSMUSG00000083353	220	220
ENSMUSG00000054779	1342	1342
ENSMUSG00000105063	2405	2405
ENSMUSG00000037225	6920	7077
ENSMUSG00000105134	2783	2797
ENSMUSG00000050174	2259	2259
ENSMUSG00000027722	4070	4070
ENSMUSG00000106166	5867	5867
ENSMUSG00000080723	222	222
ENSMUSG00000081093	550	550
ENSMUSG00000085677	1035	1035
ENSMUSG00000104605	1979	1979
ENSMUSG00000037211	2927	2927
ENSMUSG00000106062	3247	3247
ENSMUSG00000104935	3089	3089
ENSMUSG00000058174	3829	3995
ENSMUSG00000100755	0	326
ENSMUSG00000097304	273	276
ENSMUSG00000106441	556	556
ENSMUSG00000089123	10	10
ENSMUSG00000106621	1007	1007
ENSMUSG00000105252	1169	1169
ENSMUSG00000106461	1728	1728
ENSMUSG00000087457	377	377
ENSMUSG00000105099	460	460
ENSMUSG00000077728	32	32
ENSMUSG00000105219	630	630
ENSMUSG00000105359	231	381
ENSMUSG00000106002	1158	1158
ENSMUSG00000105943	244	244
ENSMUSG00000092986	150	150
ENSMUSG00000106008	310	310
ENSMUSG00000106485	1082	1082
ENSMUSG00000105516	2150	2175
ENSMUSG00000106201	733	733
ENSMUSG00000044864	8585	8585
ENSMUSG00000076385	7	7
ENSMUSG00000105360	433	433
ENSMUSG00000106168	750	750
ENSMUSG00000086181	2737	2737
ENSMUSG00000046743	17064	17064
ENSMUSG00000105910	264	264
ENSMUSG00000104792	274	274
ENSMUSG00000107333	187	187
ENSMUSG00000050533	0	499
ENSMUSG00000093952	20	20
ENSMUSG00000106786	2620	2620
ENSMUSG00000065945	61	61
ENSMUSG00000089520	0	0
ENSMUSG00000106846	181	181
ENSMUSG00000106948	3312	3736
ENSMUSG00000037884	2804	2804
ENSMUSG00000092891	0	0
ENSMUSG00000060798	7270	7354
ENSMUSG00000089932	201	201
ENSMUSG00000069041	2029	2029
ENSMUSG00000025757	11827	11827
ENSMUSG00000025758	7311	7393
ENSMUSG00000025759	9462	9897
ENSMUSG00000107741	3584	4450
ENSMUSG00000037818	10615	11481
ENSMUSG00000074620	0	349
ENSMUSG00000107524	1007	1007
ENSMUSG00000107892	101	172
ENSMUSG00000097583	4022	4386
ENSMUSG00000074619	1900	2249
ENSMUSG00000025762	8601	8601
ENSMUSG00000064927	59	59
ENSMUSG00000105517	3557	3557
ENSMUSG00000105674	824	824
ENSMUSG00000049940	3142	3142
ENSMUSG00000105258	1271	1271
ENSMUSG00000106000	2643	2643
ENSMUSG00000105297	926	926
ENSMUSG00000089350	26	26
ENSMUSG00000105260	611	611
ENSMUSG00000097639	2505	2505
ENSMUSG00000104616	364	364
ENSMUSG00000106223	916	916
ENSMUSG00000025764	8780	8780
ENSMUSG00000103843	557	557
ENSMUSG00000059834	7711	7711
ENSMUSG00000102436	1034	1034
ENSMUSG00000025766	6250	6345
ENSMUSG00000103952	2515	2515
ENSMUSG00000103823	1783	1798
ENSMUSG00000102972	1677	1690
ENSMUSG00000102610	3663	3675
ENSMUSG00000104089	49	49
ENSMUSG00000103426	446	446
ENSMUSG00000104294	388	388
ENSMUSG00000102149	216	358
ENSMUSG00000102334	1072	1072
ENSMUSG00000104303	761	1011
ENSMUSG00000104083	430	430
ENSMUSG00000089251	197	197
ENSMUSG00000102792	247	247
ENSMUSG00000103148	99	99
ENSMUSG00000104013	310	310
ENSMUSG00000104051	3151	3151
ENSMUSG00000103353	283	283
ENSMUSG00000088535	6	6
ENSMUSG00000099285	8	8
ENSMUSG00000103082	2482	2482
ENSMUSG00000103477	1445	1445
ENSMUSG00000097040	1267	1267
ENSMUSG00000103430	151	151
ENSMUSG00000049100	15885	15885
ENSMUSG00000100799	485	485
ENSMUSG00000103713	2478	2478
ENSMUSG00000103947	3039	3039
ENSMUSG00000103534	262	262
ENSMUSG00000102190	285	372
ENSMUSG00000104491	160	160
ENSMUSG00000064579	64	64
ENSMUSG00000089584	19	19
ENSMUSG00000077256	33	33
ENSMUSG00000104511	620	620
ENSMUSG00000090919	5504	5504
ENSMUSG00000102589	143	143
ENSMUSG00000098417	16	16
ENSMUSG00000072387	631	1159
ENSMUSG00000097985	904	904
ENSMUSG00000088739	39	39
ENSMUSG00000102220	367	367
ENSMUSG00000103491	2624	2624
ENSMUSG00000103798	611	611
ENSMUSG00000103257	649	649
ENSMUSG00000104110	10	10
ENSMUSG00000037910	494	494
ENSMUSG00000102181	589	589
ENSMUSG00000065018	65	65
ENSMUSG00000102263	245	245
ENSMUSG00000104186	966	966
ENSMUSG00000103027	256	256
ENSMUSG00000102679	2695	2695
ENSMUSG00000104309	1188	1315
ENSMUSG00000084517	29	29
ENSMUSG00000104437	462	462
ENSMUSG00000102731	217	217
ENSMUSG00000103249	142	142
ENSMUSG00000104134	436	436
ENSMUSG00000103568	322	322
ENSMUSG00000065381	8	8
ENSMUSG00000037892	5655	5655
ENSMUSG00000102943	364	364
ENSMUSG00000027737	13917	13917
ENSMUSG00000102892	1364	1364
ENSMUSG00000104457	223	223
ENSMUSG00000104349	133	133
ENSMUSG00000102167	490	490
ENSMUSG00000103907	3903	3903
ENSMUSG00000102715	3583	3583
ENSMUSG00000102895	1233	1233
ENSMUSG00000103745	277	277
ENSMUSG00000104068	3966	3966
ENSMUSG00000104281	3605	3605
ENSMUSG00000089079	36	36
ENSMUSG00000103012	3715	3715
ENSMUSG00000102614	2540	2540
ENSMUSG00000103652	1177	1177
ENSMUSG00000102067	313	313
ENSMUSG00000103464	1327	1412
ENSMUSG00000023087	8122	10614
ENSMUSG00000103313	2365	2365
ENSMUSG00000037174	10259	10259
ENSMUSG00000087440	1526	1526
ENSMUSG00000077420	0	0
ENSMUSG00000104200	317	317
ENSMUSG00000103654	286	286
ENSMUSG00000102544	1433	1433
ENSMUSG00000037161	2160	2160
ENSMUSG00000104241	220	220
ENSMUSG00000037152	1429	1429
ENSMUSG00000063273	15797	15797
ENSMUSG00000103191	12	12
ENSMUSG00000102775	2400	2400
ENSMUSG00000027739	3599	3632
ENSMUSG00000102570	3102	3102
ENSMUSG00000037111	10709	10709
ENSMUSG00000102466	2012	2012
ENSMUSG00000097885	3729	3729
ENSMUSG00000104001	214	214
ENSMUSG00000104075	443	443
ENSMUSG00000104166	334	334
ENSMUSG00000074604	3892	3892
ENSMUSG00000103527	1002	1002
ENSMUSG00000061143	10385	10385
ENSMUSG00000074603	1276	1276
ENSMUSG00000102732	4866	4866
ENSMUSG00000102539	633	633
ENSMUSG00000065070	18	18
ENSMUSG00000103284	922	922
ENSMUSG00000103484	1116	1116
ENSMUSG00000102620	2748	2748
ENSMUSG00000102786	2517	2517
ENSMUSG00000103701	1817	1817
ENSMUSG00000104161	1985	1985
ENSMUSG00000102147	2118	2118
ENSMUSG00000103784	520	520
ENSMUSG00000102423	3191	3191
ENSMUSG00000104339	6861	6861
ENSMUSG00000102808	1700	1700
ENSMUSG00000103655	262	262
ENSMUSG00000103726	2442	2442
ENSMUSG00000104055	1047	1047
ENSMUSG00000103170	1835	1835
ENSMUSG00000102510	830	830
ENSMUSG00000044167	8566	8566
ENSMUSG00000092405	588	588
ENSMUSG00000102844	1970	1970
ENSMUSG00000103454	142	142
ENSMUSG00000103965	1029	1029
ENSMUSG00000070490	443	903
ENSMUSG00000065926	0	8
ENSMUSG00000102785	1970	1970
ENSMUSG00000104109	2901	2901
ENSMUSG00000104401	3416	3416
ENSMUSG00000103886	220	220
ENSMUSG00000027742	4850	4850
ENSMUSG00000104850	3072	3072
ENSMUSG00000048332	5202	5202
